"musica";"musica_parecida";"nivel_de_similaridade"
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"Pilantra e Meio";53,0145577266626
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"Pilantra e Meio";53,0145577266626
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Sujeito Homem - Ao Vivo";53,0001969270173
"Adora a bunda, odeia o rosto (feat. Veigh & Niink) - Supernova Ent, G.A, Ghard, Veigh, Niink";"A Danada Me Ligando";52,9995630560496
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Boy Besta";52,9327624432671
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Mentirosa - Ao Vivo";52,9312469797138
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"Farra da Marcinha - Ao Vivo";52,9200157635577
"Eu sou Cantor Não Sou Bandido - Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT";"Resenha do Arrocha";52,8991527536826
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"A Danada Me Ligando";52,8927208740664
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Nossas Fotos";52,8923254242119
"Descer Pra BC - Brenno & Matheus, DJ Ari SL";"Toque de Romance (feat. Dodô Pressão) - Remix Forró";52,8769668452355
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Você Lembra - Ao Vivo";52,8747463980992
"Tando - Nuzio Medeiros, Henry Freitas, Kadu Martins";"Uma e Quinze da Manhã";52,8712388619096
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Pilantra e Meio";52,846062232683
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Pilantra e Meio";52,846062232683
"Barbie - MC Tuto, DJ Glenner";"Peça Íntima";52,8401026730429
"Eu sou Cantor Não Sou Bandido - Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT";"Adora a bunda, odeia o rosto (feat. Veigh & Niink)";52,8178853254018
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Nosso Primeiro Beijo - Ao Vivo";52,7918247871972
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Do Job";52,7848994790946
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Do Job";52,7848994790946
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Pilantra e Meio";52,7848443619856
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Pilantra e Meio";52,7848443619856
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"Cacos De Vidro";52,7847495743573
"Calculista - MC Joãozinho VT, DJ JR No Beat";"Adora a bunda, odeia o rosto (feat. Veigh & Niink)";52,7654314310598
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Ilusão De Ótica - Ao Vivo";52,7643485627261
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Puta É Só um Detalhe";52,7607011729193
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Puta É Só um Detalhe";52,7607011729193
"Do Job - MC Tuto, Grelo";"Nada Com Nada - Ao Vivo";52,7585742811124
"2025 - MC Tuto, DJ Oreia";"Vou Raspar Seu Bigodin";52,7534580344351
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"A Noite (La Notte) - Ao Vivo";52,7519712238214
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Apaguei Pra Todos - Ao Vivo";52,7475441991104
"Barbie - MC Tuto, DJ Glenner";"Meninos e Meninas";52,7387662264326
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Vida de Artista";52,7196542290875
"Do Job - MC Tuto, Grelo";"Sei Tocar Violão - Ao Vivo";52,7156025226706
"Saudade Burra - Ao Vivo - Lauana Prado, Simone Mendes";"Boy Besta";52,7040327465109
"2025 - MC Tuto, DJ Oreia";"Xonei";52,685154940555
"Adora a bunda, odeia o rosto (feat. Veigh & Niink) - Supernova Ent, G.A, Ghard, Veigh, Niink";"Dia 1 - Versão Forró";52,6839929001901
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Cachorro";52,6822193358102
"FANTASMA (versão GORDÃO DO PC) - GORDÃO DO PC, Mc Menor DN, Mc Leozin, Ana Laura Lopes";"A Bebê Quer Oque";52,6584542444984
"Imã de Problema - Henry Freitas, Mc Th";"Envolvidão (feat. DG e Batidão Stronda)";52,6536255502631
"A Morte do Autotune - Matuê";"MOTINHA 2.0 (Mete Marcha)";52,6518277119034
"2025 - MC Tuto, DJ Oreia";"Penélope Charmosa 2";52,6308355103972
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"PARECE - Ao Vivo";52,6225013715023
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"PARECE - Ao Vivo";52,6225013715023
"A Noite (La Notte) - Ao Vivo - Gusttavo Lima";"2025";52,5776813926355
"A Morte do Autotune - Matuê";"SEQUÊNCIA STRIPTEASE";52,5732323144618
"Abracadabra - Lady Gaga";"300 no 7";52,5640502467847
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"Cantada Boba - Ao Vivo";52,5609345751818
"Boy Besta - MC Joãozinho VT, Mc Negão Original, MC Tuto, Mc Kako, MC Ryan SP, Matheuszin DJ";"Farra da Marcinha - Ao Vivo";52,5569925509605
"Pense - Marcelo & Rayane";"Lovezin Bandido";52,5553664400114
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"A Danada Me Ligando";52,5028496748103
"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo - Hugo & Guilherme, Maiara & Maraisa";"Uma e Quinze da Manhã";52,4979928842832
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"A Danada Me Ligando";52,4893560706152
"Uma e Quinze da Manhã - Natanzinho Lima";"Desencontro de Mensagem";52,4873085838472
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"PARECE - Ao Vivo";52,4859039354969
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"PARECE - Ao Vivo";52,4859039354969
"Resenha do Arrocha - J. Eskine, Alef Donk";"Uma e Quinze da Manhã";52,4852193359997
"Lapada Dela - Ao Vivo - Grupo Menos É Mais, Matheus Fernandes";"Oh Garota Eu Quero Você Só Pra Mim";52,4829851915186
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"FANTASMA (versão GORDÃO DO PC)";52,4691046969463
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"Mentira Estampada";52,4542813744223
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Última Noite - Solo";52,4378457202494
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"Cacos De Vidro";52,4319416493156
"Adora a bunda, odeia o rosto (feat. Veigh & Niink) - Supernova Ent, G.A, Ghard, Veigh, Niink";"Lapada Dela - Ao Vivo";52,4224401383758
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"A Noite (La Notte) - Ao Vivo";52,4096488501086
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Uma e Quinze da Manhã";52,4051544554761
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Rolê Não Ama";52,3988777942073
"Sei Que Tu Me Odeia - Anitta, Mc Danny, HITMAKER";"Puta É Só um Detalhe";52,3946630372919
"Cachorro - Thiago Carvalho";"Uma e Quinze da Manhã";52,3874174419608
"2025 - MC Tuto, DJ Oreia";"Cópia Proibida";52,382553020912
"Uma e Quinze da Manhã - Natanzinho Lima";"Nada Com Nada - Ao Vivo";52,3805348917958
"Vou Raspar Seu Bigodin - Mc Dricka, DJ S2K";"300 no 7";52,3704823422866
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"FANTASMA (versão GORDÃO DO PC)";52,3694863209002
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"Última Saudade - Ao Vivo";52,3443103542139
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Lovezin Bandido";52,3378352113297
"Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela";"Barbie";52,3031552047878
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Última Saudade - Ao Vivo";52,2755466805311
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Lapada Dela - Ao Vivo";52,2616753828199
"Peça Íntima - Murilo Huff, Ana Castela";"300 no 7";52,2408183629011
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"A Morte do Autotune";52,2261587517429
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"SEQUÊNCIA STRIPTEASE";52,2116100886523
"Uma e Quinze da Manhã - Natanzinho Lima";"Meninos e Meninas";52,2111666903583
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Body Splash - Ao Vivo";52,2071869549027
"2025 - MC Tuto, DJ Oreia";"Banquinho - Ao Vivo";52,2065007225623
"2025 - MC Tuto, DJ Oreia";"Banquinho - Ao Vivo";52,2065007225623
"Sei Que Tu Me Odeia - Anitta, Mc Danny, HITMAKER";"Só Eu Sei";52,1989260912502
"A Morte do Autotune - Matuê";"Resenha do Arrocha";52,191495550546
"Você Pode Ir Além - BK, FYE, Deekapz";"Puta É Só um Detalhe";52,176051135225
"Barbie - MC Tuto, DJ Glenner";"Amigo Da Minha Saudade - Ao Vivo";52,1683672493334
"Adora a bunda, odeia o rosto (feat. Veigh & Niink) - Supernova Ent, G.A, Ghard, Veigh, Niink";"Amor Na Praia";52,1681867618445
"Farra da Marcinha - Ao Vivo - Márcia Fellipe, Wesley Safadão";"A Danada Me Ligando";52,163711063664
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"Medley de Igaratá 4";52,154246349511
"Última Saudade - Ao Vivo - Henrique & Juliano";"Chapa Máxima";52,1320928927095
"Dia 1 - Versão Forró - Henry Freitas, Hugo Henrique";"A Bebê Quer Oque";52,0819117858935
"Uma e Quinze da Manhã - Natanzinho Lima";"Abracadabra";52,0774116512109
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Fechando o Circo - Ao Vivo";52,0500400386649
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Você Pode Ir Além";52,0436828984289
"Cacos De Vidro - BK, Kolo, Evinha";"Puta É Só um Detalhe";52,0411494717191
"FANTASMA (versão GORDÃO DO PC) - GORDÃO DO PC, Mc Menor DN, Mc Leozin, Ana Laura Lopes";"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1";51,9509203439905
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Do Job";51,9466580300369
"Adora a bunda, odeia o rosto (feat. Veigh & Niink) - Supernova Ent, G.A, Ghard, Veigh, Niink";"UM PALMO - Ao Vivo";51,9432339430976
"Pense - Marcelo & Rayane";"UM PALMO - Ao Vivo";51,9377070636508
"A Morte do Autotune - Matuê";"Tando";51,9356498447092
"Pilantra e Meio - Eric Land, Natanzinho Lima";"A Danada Me Ligando";51,9344841364768
"Pilantra e Meio - Eric Land, Natanzinho Lima";"A Danada Me Ligando";51,9344841364768
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Body Splash - Ao Vivo";51,9324338870585
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Coração Partido (Corazón Partío) - Ao Vivo";51,9319632689263
"Peça Íntima - Murilo Huff, Ana Castela";"Toque de Romance (feat. Dodô Pressão) - Remix Forró";51,9239488815322
"Última Saudade - Ao Vivo - Henrique & Juliano";"MOTINHA 2.0 (Mete Marcha)";51,9182302578904
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Última Vez - Ao Vivo";51,9143703296132
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Universo";51,9117817473204
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Universo";51,9117817473204
"2025 - MC Tuto, DJ Oreia";"Não Adianta Chorar";51,8727429611815
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"Meu Carro nao tem Porta Luva - Remastered 2024";51,8544968193366
"A Morte do Autotune - Matuê";"Puta É Só um Detalhe";51,8358001850708
"Universo - Manu, Matheus & Kauan";"Chapa Máxima";51,8220616888453
"Universo - Manu, Matheus & Kauan";"Chapa Máxima";51,8220616888453
"Uma e Quinze da Manhã - Natanzinho Lima";"ESCADA DO PRÉDIO";51,8112162876123
"Última Noite - Solo - Léo Foguete";"Puta É Só um Detalhe";51,8110235624195
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Barbie";51,810800983298
"Última Vez - Ao Vivo - Naiara Azevedo, Clayton & Romário";"Barbie";51,8048235791871
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Puta É Só um Detalhe";51,7989485063706
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Boy Besta";51,7865863393216
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Boy Besta";51,7865863393216
"Oh Garota Eu Quero Você Só Pra Mim - Oruam, Zé Felipe, MC Tuto, Dj Lc da Roça, MC K9, Mc Rodrigo do CN, mc pl alves";"Toque de Romance (feat. Dodô Pressão) - Remix Forró";51,7657021042546
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Última Vez - Ao Vivo";51,7592024748009
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Pense";51,7453308757432
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"300 no 7";51,7394890218017
"Barbie - MC Tuto, DJ Glenner";"Barulho Do Foguete - Ao Vivo";51,7230159068059
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Sei Tocar Violão - Ao Vivo";51,7175995327613
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Fechando o Circo - Ao Vivo";51,716574314984
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"Vai Lá - Ao Vivo em Goiânia";51,7159516654045
"PARECE - Ao Vivo - Luan Santana";"MOTINHA 2.0 (Mete Marcha)";51,7002557203391
"PARECE - Ao Vivo - Luan Santana";"MOTINHA 2.0 (Mete Marcha)";51,7002557203391
"Amor Na Praia - NATTAN";"Boy Besta";51,6922602060551
"Arruma Um Bão - Israel & Rodolffo";"Toque de Romance (feat. Dodô Pressão) - Remix Forró";51,6868081919541
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Amigo Da Minha Saudade - Ao Vivo";51,6658184792362
"Última Noite - NATTAN, Léo Foguete";"300 no 7";51,6601281992844
"Última Vez - Ao Vivo - Naiara Azevedo, Clayton & Romário";"Uma e Quinze da Manhã";51,6518022700816
"Uma e Quinze da Manhã - Natanzinho Lima";"Amigo Da Minha Saudade - Ao Vivo";51,6446963202826
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Gosta De Rua - Ao Vivo";51,6131373648543
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Gosta De Rua - Ao Vivo";51,6131373648543
"Barbie - MC Tuto, DJ Glenner";"Sem Você";51,5909273164892
"Uma e Quinze da Manhã - Natanzinho Lima";"Cronômetro - Ao Vivo";51,5792836683221
"2025 - MC Tuto, DJ Oreia";"Vida de Artista";51,5754679390162
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Nosso Primeiro Beijo - Ao Vivo";51,5738878068807
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Última Noite";51,5596034672433
"A Danada Me Ligando - MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako";"Namora Ela - Ao Vivo";51,5325601160374
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Uma e Quinze da Manhã";51,5249245917298
"Barbie - MC Tuto, DJ Glenner";"Triplex - Ao Vivo";51,5249028648637
"APT. - ROSÉ, Bruno Mars";"Nosso Primeiro Beijo - Ao Vivo";51,5076226602114
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"A Bebê Quer Oque";51,507435949523
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"Universo";51,4911462276743
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"Universo";51,4911462276743
"Eu sou Cantor Não Sou Bandido - Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT";"Rolê Não Ama";51,489371142576
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Lovezin Bandido";51,481557267407
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"MTG PASSA PASSA PRA EU SARRAR";51,4777329246089
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"Toma Que Toma";51,4770886425539
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"A Bebê Quer Oque";51,4709892805787
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Puta É Só um Detalhe";51,4626770648983
"Pense - Marcelo & Rayane";"Toma Que Toma";51,4603284689051
"Apaguei Pra Todos - Ao Vivo - Ferrugem, Sorriso Maroto";"Pampa";51,4563981969834
"Última Noite - NATTAN, Léo Foguete";"Barbie";51,4473318299877
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"Meu Carro nao tem Porta Luva - Remastered 2024";51,4382853755277
"PARECE - Ao Vivo - Luan Santana";"A Danada Me Ligando";51,4336794989667
"PARECE - Ao Vivo - Luan Santana";"A Danada Me Ligando";51,4336794989667
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Triplex - Ao Vivo";51,4244795391332
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"Toque de Romance (feat. Dodô Pressão) - Remix Forró";51,3925089946875
"Adora a bunda, odeia o rosto (feat. Veigh & Niink) - Supernova Ent, G.A, Ghard, Veigh, Niink";"MOTINHA 2.0 (Mete Marcha)";51,3903595316984
"Peça Íntima - Murilo Huff, Ana Castela";"Uma e Quinze da Manhã";51,3835237089562
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Última Noite";51,381301088356
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"Eu sou Cantor Não Sou Bandido";51,3707757941324
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"Você Lembra - Ao Vivo";51,3692145416596
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Uma e Quinze da Manhã";51,3641678824312
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Mentirosa - Ao Vivo";51,3633678314103
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Adora a bunda, odeia o rosto (feat. Veigh & Niink)";51,3605955118645
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"Pense";51,3407285804026
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Triplex - Ao Vivo";51,3352478477038
"Medley de Igaratá 4 - Mc Negão Original, DJ Guh Mix";"Adora a bunda, odeia o rosto (feat. Veigh & Niink)";51,3284248327986
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"Coração Partido (Corazón Partío) - Ao Vivo";51,3252617091649
"Pense - Marcelo & Rayane";"Mentirosa - Ao Vivo";51,3238116582632
"A Morte do Autotune - Matuê";"Oh Garota Eu Quero Você Só Pra Mim";51,2941144658013
"Eu sou Cantor Não Sou Bandido - Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT";"SEQUÊNCIA STRIPTEASE";51,275807769472
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Última Noite";51,2579808713768
"Boy Besta - MC Joãozinho VT, Mc Negão Original, MC Tuto, Mc Kako, MC Ryan SP, Matheuszin DJ";"Você Lembra - Ao Vivo";51,2503436348575
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Mentirosa - Ao Vivo";51,2433358220813
"Última Noite - Solo - Léo Foguete";"Barbie";51,2216763929946
"Última Noite - Solo - Léo Foguete";"Do Job";51,2195799335088
"Última Saudade - Ao Vivo - Henrique & Juliano";"Barbie";51,217731258034
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Fechando o Circo - Ao Vivo";51,215527610307
"Pense - Marcelo & Rayane";"SEQUÊNCIA STRIPTEASE";51,2113648032538
"PARECE - Ao Vivo - Luan Santana";"Boy Besta";51,209749099794
"PARECE - Ao Vivo - Luan Santana";"Boy Besta";51,209749099794
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"Barbie";51,2088983568675
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"UM PALMO - Ao Vivo";51,1937597571651
"Farra da Marcinha - Ao Vivo - Márcia Fellipe, Wesley Safadão";"300 no 7";51,1684882379727
"Não Adianta Chorar - BK, JXNV$, Pretinho da Serrinha";"300 no 7";51,1669443633745
"Barbie - MC Tuto, DJ Glenner";"Pilantra e Meio";51,1635614948586
"Barbie - MC Tuto, DJ Glenner";"Pilantra e Meio";51,1635614948586
"Última Saudade - Ao Vivo - Henrique & Juliano";"Oh Garota Eu Quero Você Só Pra Mim";51,1627170836425
"Uma e Quinze da Manhã - Natanzinho Lima";"É Que Eu Sofri Demais";51,1495909900489
"Meu Carro nao tem Porta Luva - Remastered 2024 - DJ NATAN 22, Mc Rodrigo do CN";"Última Saudade - Ao Vivo";51,1435190203221
"300 no 7 - MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada";"ESCADA DO PRÉDIO";51,1413015531068
"Toque de Romance (feat. Dodô Pressão) - Remix Forró - Henry Freitas, Kadu Martins, Arthurzim, Dodô Pressão";"Não Adianta Chorar";51,136131077327
"Lapada Dela - Ao Vivo - Grupo Menos É Mais, Matheus Fernandes";"300 no 7";51,1260058241235
"Triplex - Ao Vivo - Matheus Fernandes, Matheus & Kauan";"Toque de Romance (feat. Dodô Pressão) - Remix Forró";51,125977913145
"A Morte do Autotune - Matuê";"Adora a bunda, odeia o rosto (feat. Veigh & Niink)";51,1188862158758
"Farra da Marcinha - Ao Vivo - Márcia Fellipe, Wesley Safadão";"A Bebê Quer Oque";51,1055291584409
"Do Job - MC Tuto, Grelo";"Cacos De Vidro";51,0878303401808
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Universo";51,0657173581929
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Universo";51,0657173581929
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"Amigo Da Minha Saudade - Ao Vivo";51,007962578784
"Envolvidão (feat. DG e Batidão Stronda) - Breno Major, Zé Felipe, Alanzim Coreano, DG e Batidão Stronda";"Observando Essa Salada";51,0051122580218
"Farra da Marcinha - Ao Vivo - Márcia Fellipe, Wesley Safadão";"Boy Besta";51,0013188589663
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"300 no 7";50,9960205722078
"Pilantra e Meio - Eric Land, Natanzinho Lima";"A Bebê Quer Oque";50,9896650356701
"Pilantra e Meio - Eric Land, Natanzinho Lima";"A Bebê Quer Oque";50,9896650356701
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"Lapada Dela - Ao Vivo";50,9619134362832
"Só Eu Sei - BK, Nansy Silvvz, Djavan";"Do Job";50,9586793105044
"FANTASMA (versão GORDÃO DO PC) - GORDÃO DO PC, Mc Menor DN, Mc Leozin, Ana Laura Lopes";"Do Job";50,9332225113766
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"2025";50,9254618608492
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Puta É Só um Detalhe";50,908470151204
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"Boy Besta";50,9041989641866
"A Morte do Autotune - Matuê";"Lovezin Bandido";50,8996847474348
"PARECE - Ao Vivo - Luan Santana";"Oh Garota Eu Quero Você Só Pra Mim";50,8961234174354
"PARECE - Ao Vivo - Luan Santana";"Oh Garota Eu Quero Você Só Pra Mim";50,8961234174354
"Do Job - MC Tuto, Grelo";"Última Noite - Solo";50,8936004961921
"Cópia Proibida - Léo Foguete";"Puta É Só um Detalhe";50,8933802154914
"Uma e Quinze da Manhã - Natanzinho Lima";"Sei Tocar Violão - Ao Vivo";50,8914657088475
"De Quem É A Culpa? - Cristiano Araújo, Marília Mendonça";"Puta É Só um Detalhe";50,8909854393825
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"SEQUÊNCIA STRIPTEASE";50,8730467672151
"A Morte do Autotune - Matuê";"Sei Que Tu Me Odeia";50,8675208010092
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Pilantra e Meio";50,8643706782026
"E Aí Como Que Tá ? - MC Tuto, Oldilla";"Pilantra e Meio";50,8643706782026
"MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1 - DJ TOPO, Mc Livinho";"Lovezin Bandido";50,8293173590865
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"Adora a bunda, odeia o rosto (feat. Veigh & Niink)";50,8185714605889
"Triplex - Ao Vivo - Matheus Fernandes, Matheus & Kauan";"Puta É Só um Detalhe";50,8142306676779
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Barbie";50,8058682375032
"A Morte do Autotune - Matuê";"Última Vez - Ao Vivo";50,797097768973
"Pense - Marcelo & Rayane";"Sei Que Tu Me Odeia";50,7623825906695
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"Universo";50,7371096612326
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"Universo";50,7371096612326
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Barbie";50,733671851493
"Sei Tocar Violão - Ao Vivo - Clayton & Romário";"Puta É Só um Detalhe";50,7336048810437
